Entity,Code,Year,Share below $1 a day,Share below $2.15 a day,Share below $3.65 a day,Share below $6.85 a day,Share below $10 a day,Share below $20 a day,Share below $30 a day,Share below $40 a day,Number below $1 a day,Number below $2.15 a day,Number below $3.65 a day,Number below $6.85 a day,Number below $10 a day,Number below $20 a day,Number below $30 a day,Number below $40 a day,40% of median - share of population below poverty line,50% of median - share of population below poverty line,60% of median - share of population below poverty line,40% of median - total number of people below poverty line,50% of median - total number of people below poverty line,60% of median - total number of people below poverty line,Mean income or consumption per day,Median income or consumption per day,Threshold income or consumption per day marking the poorest decile,Threshold income or consumption per day marking the richest decile,mld,gini,polarization,decile1_share,decile2_share,decile3_share,decile4_share,decile5_share,decile6_share,decile7_share,decile8_share,decile9_share,decile10_share,decile2_thr,decile3_thr,decile4_thr,decile5_thr,decile6_thr,decile7_thr,decile8_thr,income_gap_ratio_40_median,income_gap_ratio_50_median,income_gap_ratio_60_median,poverty_gap_index_40_median,poverty_gap_index_50_median,poverty_gap_index_60_median,avg_shortfall_40_median,avg_shortfall_50_median,avg_shortfall_60_median,total_shortfall_40_median,total_shortfall_50_median,total_shortfall_60_median,income_gap_ratio_100,income_gap_ratio_1000,income_gap_ratio_2000,income_gap_ratio_215,income_gap_ratio_3000,income_gap_ratio_365,income_gap_ratio_4000,income_gap_ratio_685,poverty_gap_index_100,poverty_gap_index_1000,poverty_gap_index_2000,poverty_gap_index_215,poverty_gap_index_3000,poverty_gap_index_365,poverty_gap_index_4000,poverty_gap_index_685,avg_shortfall_100,avg_shortfall_1000,avg_shortfall_2000,avg_shortfall_215,avg_shortfall_3000,avg_shortfall_365,avg_shortfall_4000,avg_shortfall_685,total_shortfall_100,total_shortfall_1000,total_shortfall_2000,total_shortfall_215,total_shortfall_3000,total_shortfall_365,total_shortfall_4000,total_shortfall_685,decile1_avg,decile2_avg,decile3_avg,decile4_avg,decile5_avg,decile6_avg,decile7_avg,decile8_avg,decile9_avg,decile10_avg,bottom50_share,middle40_share,palma_ratio,s80_s20_ratio,p90_p10_ratio,p90_p50_ratio,p50_p10_ratio
Switzerland,CHE,2013,0.0,0.042183742,0.048168242,0.074107096,0.16850843,1.7127922,8.19712,20.323652,0,3412,3896,5995,13631,138554,663093,1644051,4.3913646,10.005742,18.383833,355233,809399,1487132,76.787605,63.70459,31.824148,131.23318,0.17642929,0.3246219,0.2761715,3.2775316,4.6613345,5.7161546,6.6901007,7.700584,8.918943,10.323017,12.213694,14.978303,25.520336,39.773617,47.68757,55.03274,63.70459,73.63154,86.19022,102.462555,20.558514,20.969707,22.2057,0.9028001,2.0981746,4.0822597,5.2386866,6.679333,8.487631,1860954.4,5406245.5,12622227.0,,39.524223,22.749884,49.583416,20.338688,62.33653,23.425823,58.309055,0.0,0.066600524,0.38965914,0.020913757,1.6671857,0.03002259,4.7609844,0.043212738,,3.9524224,4.549977,1.0660435,6.1016064,2.2752833,9.37033,3.9941704,0.0,53875.47,630417.5,3637.3403,4045932.5,8864.504,15405300.0,23945.05,25.167381,35.79327,43.892982,51.37168,59.13094,68.48643,79.267975,93.786026,115.0148,195.96455,28.045706,46.433956,1.2543713,5.101313,4.123698,2.0600271,2.0017688
Switzerland,CHE,2014,0.0,0.032768063,0.032768063,0.12093341,0.1442807,1.8870993,8.66947,19.405941,0,2683,2683,9903,11815,154528,709912,1589084,4.7199864,10.367831,17.511124,386503,848985,1433924,77.71382,64.25933,31.560953,132.68332,0.17831153,0.3252566,0.27346957,3.1588182,4.6724453,5.738147,6.76426,7.7517695,8.88537,10.336021,12.166131,14.990181,25.536856,40.34398,48.778484,56.418415,64.24676,74.30174,86.625,103.744,21.972475,22.797968,24.367043,1.0370976,2.3636541,4.266942,5.647746,7.3249106,9.394859,2182870.8,6218739.5,13471514.0,,57.643528,21.582577,7.044441,21.277672,45.249363,24.670738,50.05385,0.0,0.08317102,0.40728483,0.0023081019,1.8446602,0.0148258945,4.7875876,0.06053297,,5.764353,4.3165154,0.15145549,6.3833017,1.6516018,9.868296,3.4286885,0.0,68105.83,667022.5,406.35507,4531582.5,4431.2476,15681550.0,33954.3,24.548384,36.31136,44.593334,52.56765,60.241962,69.051605,80.32517,94.54765,116.49442,198.45667,28.08544,46.377705,1.2558901,5.1750317,4.204034,2.0652142,2.0356407
Switzerland,CHE,2015,0.008386797,0.030542554,0.030542554,0.053025555,0.109487936,2.4444902,8.555801,19.49819,695,2530,2530,4392,9068,202462,708625,1614917,4.8306813,10.905535,17.92926,400096,903240,1484972,77.35655,64.76187,31.45104,132.53148,0.17684215,0.32306957,0.27185977,3.1569831,4.6703653,5.7542458,6.7394643,7.8370323,8.989931,10.399575,12.215597,14.992727,25.244078,40.447754,48.12992,56.16276,64.76187,74.72941,86.59723,103.16708,24.411161,22.681278,24.87178,1.179225,2.473516,4.4593253,6.32365,7.34441,9.664458,2530067.0,6633765.0,14351451.0,36.52678,41.456944,20.059591,50.09018,22.169252,70.595474,24.956404,55.78636,0.0030650685,0.045389228,0.49035385,0.015300905,1.8967563,0.021564597,4.866046,0.029582467,0.36526778,4.1456943,4.011918,1.0769389,6.650776,2.5767348,9.982561,3.8213656,253.8611,37593.156,812261.0,2724.6555,4712906.0,6519.139,16121008.0,16783.438,24.421333,36.128338,44.512863,52.134174,60.62458,69.54301,80.44753,94.49565,115.97857,195.27948,28.15809,46.59783,1.2422619,5.140541,4.213898,2.046443,2.0591328
Switzerland,CHE,2016,0.03427533,0.03427533,0.05080251,0.13236634,0.27286738,2.633657,8.528333,18.93022,2870,2870,4254,11083,22848,220525,714106,1585091,5.6303716,11.0627775,17.9352,471450,926324,1501775,78.754654,65.323685,31.551445,135.4625,0.18790156,0.33042452,0.27355382,3.0217023,4.625931,5.6963634,6.7084394,7.756506,8.886239,10.293763,12.180402,14.999657,25.830996,40.921246,48.597313,56.99349,65.323685,75.12562,87.55333,105.152405,24.62785,24.672968,26.071484,1.3866392,2.7295163,4.675973,6.4351273,8.058646,10.218512,3033840.8,7464917.0,15345906.0,65.9055,36.96684,21.723726,84.1419,24.737041,68.04729,26.174246,43.93765,0.022589412,0.10086997,0.5721284,0.028840022,2.1096568,0.03457082,4.954841,0.058156136,0.659055,3.696684,4.344745,1.8090509,7.4211125,2.483726,10.469698,3.009729,1891.4878,84461.83,958124.94,5191.976,5299461.0,10565.7705,16595425.0,33356.83,23.797312,36.43136,44.86151,52.83208,61.086094,69.98327,81.06818,95.92634,118.12927,203.43112,27.808943,46.36006,1.2881725,5.338992,4.2933846,2.0737119,2.0703864
Switzerland,CHE,2017,0.0,0.0,0.02182594,0.063672684,0.29021296,2.7701995,8.102299,18.888706,0,0,1845,5382,24528,234133,684793,1596443,5.185408,10.921415,17.872133,438262,923061,1510524,78.50205,65.41941,31.978247,136.23955,0.18167196,0.32676333,0.27091515,3.0506036,4.6547894,5.763767,6.772894,7.7849293,8.896539,10.310649,12.129876,15.087988,25.547964,40.97103,49.009567,56.783417,65.41941,74.652405,87.43529,104.586945,26.877878,24.621353,25.937225,1.3937262,2.6890013,4.635535,7.0333395,8.053572,10.180788,3082445.5,7433938.0,15378324.0,,25.425592,23.168097,,25.595728,31.205833,25.896473,36.387653,0.0,0.073787354,0.64180297,0.0,2.0738413,0.006812098,4.891508,0.02317109,,2.5425591,4.6336193,,7.6787186,1.1390129,10.358589,2.4925542,0.0,62363.89,1084883.2,0.0,5258332.5,2101.4788,16536897.0,13414.927,23.947865,36.54105,45.24675,53.168606,61.113293,69.83965,80.94071,95.222015,118.4438,200.55676,28.026983,46.425053,1.2621231,5.2737026,4.260382,2.0825553,2.0457473
Switzerland,CHE,2018,0.01837031,0.03050398,0.039577037,0.17109391,0.37497053,2.8020005,9.111697,20.634083,1564,2597,3370,14567,31926,238572,775800,1756854,5.7430615,11.249616,19.092522,488983,957829,1625600,77.10288,64.34563,31.013998,131.27943,0.1905728,0.3314105,0.27356085,2.948816,4.5927105,5.6551423,6.7201724,7.806003,8.95663,10.302268,12.206393,15.024442,25.787422,39.288036,47.70669,55.836227,64.33761,73.66336,86.233055,103.22882,27.704111,26.276505,25.912619,1.5910639,2.956005,4.947372,7.130554,8.453891,10.004182,3486719.8,8097382.0,16262798.0,53.33607,28.839066,29.941696,67.37805,26.737967,65.94767,26.505909,29.40185,0.009797322,0.108137235,0.83896804,0.020551331,2.4362829,0.026102308,5.469252,0.050303053,0.5333607,2.8839066,5.988339,1.4486282,8.02139,2.40709,10.602364,2.0140266,834.17615,92071.6,1428650.0,3762.0874,6222994.0,8111.893,18626804.0,29338.328,22.736221,35.41112,43.602776,51.81447,60.186535,69.0582,79.43346,94.114815,115.84277,198.82846,27.722845,46.48973,1.2947546,5.411618,4.232909,2.0404773,2.07447
Syria,SYR,2003,0.010386853,1.0981212,11.916028,48.96593,71.161476,93.24451,97.42059,98.80378,1829,193394,2098574,8623564,12532501,16421622,17157088,17400686,4.1841702,10.161804,17.966948,736889,1789632,3164223,9.303087,6.954905,3.4661837,16.980085,0.23013882,0.37514603,0.31997493,3.0095515,4.212976,5.112927,5.995831,6.931293,8.095527,9.575619,11.766251,15.353232,29.946793,4.335667,5.1646576,5.9854207,6.954905,8.169064,9.7797165,12.3115,16.241835,19.237692,21.863213,0.6795859,1.9548972,3.9281516,0.45184162,0.6689816,0.9123394,332957.12,1197230.9,2886845.2,22.767616,42.257973,61.86396,14.488639,72.22964,19.94958,78.26315,32.06023,0.0023644953,30.071398,57.684742,0.15910278,70.36655,2.3771973,77.32696,15.698589,0.22767617,4.2257977,12.372792,0.31150573,21.668892,0.72815967,31.305262,2.1961257,416.4197,52959812.0,203181310.0,60243.34,371775070.0,1528097.0,544733060.0,18938430.0,2.799812,3.9193683,4.756601,5.577974,6.448242,7.531339,8.908281,10.946245,14.283246,27.859762,25.262579,44.79063,1.6336439,6.272046,4.898784,2.4414546,2.0065022
Taiwan,TWN,2000,0.0,0.0,0.0,0.24892387,0.49628168,7.9965777,28.498531,50.496746,0,0,0,55193,110038,1773044,6318845,11196405,3.233697,7.9965777,15.498121,716992,1773044,3436325,48.02651,39.878365,21.056791,82.26203,0.15892315,0.31111476,0.26193857,3.521682,4.927541,5.9315534,6.8582153,7.7746615,8.881101,10.193339,12.069653,15.009085,24.833172,26.118256,30.635872,35.058735,39.744926,45.487633,52.819645,63.55777,19.226759,19.998194,21.105272,0.62173474,1.5991715,3.2709203,3.066927,3.987476,5.0498624,2198962.0,7069971.0,17352968.0,,26.43348,20.238201,,24.577229,,30.047113,20.949844,0.0,0.13118428,1.6183639,0.0,7.0041494,0.0,15.172813,0.05214943,,2.643348,4.0476403,,7.373169,,12.018846,1.4350643,0.0,290868.72,7176644.0,0.0,46589910.0,0.0,134567860.0,79205.51,16.913408,23.665258,28.487179,32.937614,37.338985,42.652824,48.955048,57.966328,72.08339,119.26505,29.013653,46.153175,1.1692256,4.7154937,3.9066746,2.0697494,1.887511
Taiwan,TWN,2005,0.0,0.0,0.0,0.2493934,0.7464315,8.991043,30.249575,51.489197,0,0,0,56669,169608,2042995,6873477,11699663,3.744724,8.498711,16.247591,850897,1931124,3691869,47.876114,39.353565,20.4879,83.17476,0.1710651,0.32179585,0.27020642,3.3910441,4.7982616,5.786355,6.6975646,7.6913157,8.788216,10.151398,12.034597,15.087769,25.57348,25.357698,29.858334,34.310154,39.232815,44.921173,52.407764,63.16382,21.253492,21.218206,21.838594,0.79588455,1.8032736,3.548246,3.3456028,4.1750603,5.156559,2846763.2,8062559.5,19037342.0,,25.045301,21.30021,,25.473518,,31.213459,32.462143,0.0,0.18694565,1.9151111,0.0,7.7056303,0.0,16.07156,0.08095907,,2.5045302,4.260042,,7.6420555,,12.485384,2.223657,0.0,424788.34,8703245.0,0.0,52527492.0,0.0,146074780.0,126012.41,16.235003,22.972212,27.702818,32.06534,36.82303,42.074562,48.60095,57.616974,72.234375,122.43588,28.36454,46.06198,1.2370338,4.965164,4.0597014,2.1200304,1.9149262
Taiwan,TWN,2007,0.0,0.0,0.0,0.24966954,0.7496078,11.248327,34.244392,55.24689,0,0,0,57179,171674,2576080,7842615,12652586,3.7470388,8.994985,15.999063,858143,2060022,3664089,45.436165,37.379116,19.282425,80.36558,0.16975905,0.32124567,0.27414897,3.35428,4.8099394,5.7877584,6.693093,7.662268,8.795086,10.172191,12.114005,15.322663,25.288715,24.119648,28.226381,32.40312,37.239143,42.731613,49.902653,60.695004,21.950302,20.941158,22.666645,0.82248646,1.8836539,3.6264513,3.2819316,3.91381,5.083555,2816366.8,8062534.5,18626600.0,,27.336246,21.485872,,26.272055,,32.63371,36.55399,0.0,0.20491415,2.416801,0.0,8.996705,0.0,18.029108,0.091264084,,2.7336247,4.2971745,,7.8816166,,13.053483,2.5039482,0.0,469292.28,11069865.0,0.0,61812484.0,0.0,165160320.0,143173.27,15.240562,21.85452,26.297354,30.410847,34.814407,39.9615,46.218533,55.041397,69.6203,114.90223,28.307339,46.403946,1.2249275,4.9743123,4.1678147,2.1580942,1.931248
Taiwan,TWN,2010,0.0,0.24100542,0.24100542,0.74741507,1.7448723,15.99875,39.7382,59.994053,0,55765,55765,172940,403735,3701852,9194777,13881653,5.495128,10.743521,17.997591,1271484,2485877,4164351,42.24886,34.786713,16.899092,74.471535,0.1867709,0.33213326,0.28059664,3.043289,4.61132,5.648608,6.654151,7.670669,8.819422,10.260306,12.12766,15.314764,25.84981,21.68845,25.93058,30.103813,34.65655,39.93955,46.74198,56.233147,24.408066,24.533564,25.341436,1.3412547,2.635769,4.5608478,3.3963053,4.26721,5.2892714,4318348.0,10607759.0,22026382.0,,31.142042,25.150661,3.2494442,29.952791,43.00976,35.857224,35.090633,0.0,0.5433886,4.023792,0.007831371,11.902701,0.10365632,21.512201,0.26227304,,3.1142042,5.0301323,0.06986305,8.985837,1.5698564,14.342889,2.4037082,0.0,1257313.2,18620806.0,3895.913,82622770.0,87543.04,199103000.0,415697.3,12.857549,19.482302,23.864725,28.113028,32.407703,37.26105,43.348625,51.23798,64.70313,109.2125,27.628036,46.522152,1.2952515,5.37775,4.4068365,2.1488442,2.0507936
Taiwan,TWN,2013,0.0,0.0,0.24921232,0.49450073,1.4953717,13.995065,37.74868,59.24905,0,0,58177,115437,349083,3267038,8812132,13831224,4.4956865,9.494374,16.499498,1049483,2216387,3851678,42.89923,35.40845,17.89738,74.576744,0.17772311,0.32487386,0.26823786,3.1983602,4.7846904,5.807417,6.734602,7.7030106,8.805299,10.139004,11.997539,15.060692,25.769386,22.79997,26.91034,30.810553,35.277824,40.2914,46.95513,56.2922,25.049316,23.948397,24.44327,1.126139,2.2737508,4.0330167,3.5478299,4.239878,5.1929903,3723387.0,9397211.0,20001726.0,,29.326294,23.882477,,28.31746,33.218525,34.250454,41.993286,0.0,0.4385374,3.3423684,0.0,10.689466,0.082785144,20.293068,0.20765655,,2.9326293,4.7764955,,8.495237,1.2124761,13.700182,2.87654,0.0,1023731.06,15604992.0,0.0,74861150.0,70538.23,189490290.0,332059.16,13.720719,20.525955,24.913372,28.890924,33.045322,37.774055,43.49555,51.468517,64.60921,110.54868,28.22808,46.002533,1.2555078,5.1145954,4.1669083,2.1139836,1.9711165
Taiwan,TWN,2016,0.0,0.0,0.24767809,0.24767809,0.74598503,10.249763,31.99385,53.749084,0,0,58225,58225,175369,2409551,7521230,12635529,3.7495706,8.498816,15.744793,881463,1997932,3701343,45.793518,38.0949,19.818813,78.41197,0.16513833,0.31482714,0.2618464,3.3956873,4.9064693,5.896265,6.836486,7.785621,8.900205,10.21667,11.994636,14.942987,25.124975,24.779066,29.11537,33.43684,37.95279,43.582664,50.353745,60.0094,22.988518,22.227356,22.725576,0.86197096,1.8890617,3.5780952,3.5029807,4.2337446,5.194371,3087748.0,8458733.0,19226150.0,,31.437387,21.898241,,26.138016,4.8447604,31.826704,49.296894,0.0,0.23451838,2.2445173,0.0,8.362557,0.011999398,17.106562,0.12209747,,3.1437387,4.379648,,7.841405,0.17683376,12.730681,3.376837,0.0,551314.3,10552985.0,0.0,58977012.0,10296.1455,160858900.0,196616.34,15.550047,22.468449,27.001072,31.306673,35.6531,40.757168,46.785725,54.927654,68.4292,115.05611,28.820528,46.054497,1.1944419,4.8262115,3.9564414,2.0660398,1.9149879
Tajikistan,TJK,2003,3.408068,36.74976,72.73779,94.795,98.27362,99.80533,100.0,100.0,227403,2452125,4853423,6325189,6557299,6659502,6672492,6672492,3.921544,10.034201,17.748491,261665,669531,1184267,3.1423593,2.577647,1.2889125,5.5065417,0.17679596,0.32722694,0.27983004,3.2630053,4.6489086,5.658936,6.652339,7.685306,8.798779,10.194222,12.202268,15.27741,25.618828,1.617397,1.9338769,2.2480507,2.577647,2.960838,3.4621465,4.2251673,21.430115,20.446066,22.595615,0.84039223,2.0515988,4.0103817,0.22095707,0.2635137,0.3494611,57816.734,176430.61,413855.28,22.269955,70.40643,84.47696,28.600437,89.52547,40.825153,92.144104,59.483936,0.758975,69.19095,84.3125,10.510592,89.52547,29.695314,92.144104,56.3878,0.22269955,7.0406437,16.895391,0.6149094,26.85764,1.4901181,36.85764,4.07465,50642.547,46167604.0,112514900.0,1507834.8,179207400.0,7232174.0,245932320.0,25772930.0,1.0253534,1.460854,1.778241,2.0904038,2.4149992,2.764892,3.203391,3.8343909,4.800711,8.050356,27.908495,46.47268,1.2668046,5.168944,4.2722383,2.136267,1.9998618
Tajikistan,TJK,2004,1.4199806,21.35816,55.047565,87.66192,95.634995,99.58271,99.96168,99.98789,96576,1452612,3743897,5962066,6504331,6772823,6798597,6800381,4.5236444,10.421397,18.322903,307662,708780,1246178,4.1620893,3.3846924,1.6766826,7.628513,0.18539488,0.3360195,0.28605497,3.1942177,4.5882907,5.545492,6.5065,7.5639052,8.80761,10.159977,11.765279,15.300255,26.568476,2.095853,2.4871504,2.9584389,3.3823104,3.9504955,4.4870067,5.5069747,19.58464,20.498117,22.199024,0.88593864,2.136189,4.0675054,0.26515192,0.34689912,0.4508212,81577.17,245875.16,561803.44,15.177611,63.005157,79.64506,23.193441,86.18006,34.391422,89.6167,51.9155,0.21551964,60.25498,79.3127,4.953692,86.147026,18.931639,89.60586,45.510124,0.15177612,6.3005157,15.92901,0.498659,25.85402,1.2552869,35.84668,3.5562117,14657.931,40980640.0,107884370.0,724358.06,175771060.0,4699665.0,243771090.0,21202370.0,1.3294619,1.9096875,2.3080833,2.7080634,3.148165,3.665806,4.228673,4.8968143,6.3681026,11.058037,27.398405,46.03312,1.3395082,5.3798504,4.5497656,2.2554147,2.0172634
Tajikistan,TJK,2007,3.4173205,12.797472,42.66677,85.025475,95.69811,99.38143,99.668785,99.77964,245650,919932,3067054,6111964,6879154,7143926,7164582,7172551,6.859959,10.912839,16.688902,493121,784458,1199663,4.7246003,4.0240703,1.9364253,7.8949294,0.19770338,0.32191613,0.2572945,2.570567,4.8574452,6.0398636,6.988562,7.976618,9.154134,10.525202,12.172111,14.592603,25.122896,2.5987384,3.0922818,3.533239,4.0240703,4.6407003,5.325825,6.1963034,40.279877,36.450974,33.437874,2.7631853,3.9778385,5.5804114,0.64835626,0.7334064,0.8073381,319718.1,575326.5,968533.7,43.15094,57.81949,77.38716,35.085922,84.743065,31.788961,88.47406,45.500072,1.4746038,55.332153,76.90847,4.4901094,84.46238,13.563321,88.279106,38.686653,0.4315094,5.7819486,15.477432,0.7543474,25.422918,1.160297,35.389626,3.1167548,106000.29,39774916.0,110569630.0,693948.3,182144590.0,3558693.8,253833890.0,19049494.0,1.2144902,2.2949486,2.853594,3.3018162,3.7686331,4.324962,4.9727373,5.7508354,6.8944216,11.869564,28.433056,46.44405,1.2281169,5.3467197,4.0770636,1.9619263,2.078092
Tajikistan,TJK,2009,0.26444593,6.792115,31.951729,76.28062,91.32683,99.04539,99.74607,99.91622,19750,507276,2386346,5697091,6820832,7397300,7449631,7462339,3.9756303,9.226632,16.265532,296924,689100,1214807,5.566657,4.710329,2.441899,9.608176,0.15651187,0.30774954,0.26178613,3.4210649,4.933029,5.86818,6.864761,7.997876,9.084247,10.39139,12.168032,15.1419325,24.129486,3.0115163,3.5438063,4.093178,4.710329,5.3781576,6.2501235,7.3969073,19.080647,21.073664,22.709246,0.75857663,1.9443896,3.6937804,0.3595045,0.49631944,0.64180815,106745.516,342013.72,779673.0,3.745642,52.333645,73.221855,19.986933,81.731995,26.092611,86.169876,40.387753,0.009904998,47.79466,72.52287,1.3575364,81.52445,8.337042,86.09768,30.808025,0.03745642,5.2333646,14.644371,0.4297191,24.519598,0.9523803,34.46795,2.766561,739.7643,35695900.0,108328810.0,217986.17,182661950.0,2272709.0,257211520.0,15761350.0,1.9043895,2.7460482,3.2666144,3.821377,4.4521437,5.0568886,5.7845306,6.773526,8.428994,13.432057,29.084911,46.785603,1.1442807,4.700859,3.9347148,2.03981,1.9289614
Tajikistan,TJK,2015,0.41178364,6.114529,25.712526,66.37418,85.28917,97.78854,99.4992,99.86962,35101,521206,2191752,5657777,7270102,8335557,8481374,8512949,5.829861,11.82337,19.02533,496941,1007831,1621731,6.518495,5.334834,2.549154,11.476192,0.19347896,0.33995718,0.2897368,2.951217,4.4837856,5.5170965,6.523212,7.6025496,8.776403,10.253256,12.172599,15.326938,26.392942,3.2823682,3.9436975,4.576121,5.334834,6.152833,7.218013,8.783459,24.119299,24.027046,25.580114,1.4061216,2.8408053,4.866701,0.51468986,0.64090157,0.8187941,255770.5,645920.44,1327863.8,23.850922,49.658348,69.712364,23.690388,78.81151,27.382748,83.852936,39.49468,0.09821504,42.353188,68.1707,1.4485549,78.41681,7.0407963,83.74361,26.21427,0.23850922,4.9658346,13.942472,0.5093434,23.643452,0.9994703,33.541176,2.7053854,8371.912,36102124.0,116218270.0,265472.8,200528960.0,2190591.0,285534300.0,15306467.0,1.9237493,2.9227536,3.5963166,4.2521524,4.955718,5.7208943,6.68358,7.9347024,9.990857,17.204227,27.07786,46.529194,1.3552,5.61128,4.501961,2.1511807,2.092786
Tanzania,TZA,2000,44.726048,84.03533,95.48963,99.43991,99.799774,99.98659,99.9961,99.997505,15414252,28961688,32909264,34270677,34394699,34459082,34462361,34462845,7.162372,12.58263,19.01331,2468419,4336440,6552691,1.4235556,1.0775118,0.4898234,2.6644166,0.2316279,0.3730113,0.3280839,2.6807785,4.0969133,5.167502,6.127614,7.0693283,8.2958555,9.828832,12.062806,15.728553,28.941816,0.667406,0.80128103,0.9421633,1.0774665,1.2853179,1.5323008,1.9286504,18.92189,24.236895,27.195976,1.3552562,3.0496387,5.1708555,0.081554234,0.1305777,0.17582391,201310.02,566242.4,1152119.8,32.235657,86.0174,92.902176,51.859406,95.261086,66.077965,96.444664,79.93776,14.417735,85.84517,92.88972,43.580223,95.25737,63.097603,96.44226,79.490036,0.32235658,8.60174,18.580435,1.1149772,28.578325,2.4118457,38.577866,5.475736,4968885.5,295854270.0,640264700.0,32291622.0,984876540.0,79372060.0,1329503000.0,187657180.0,0.38162372,0.5832184,0.73562264,0.8722999,1.0063583,1.1809611,1.3991889,1.7172076,2.239047,4.1200285,25.142136,45.916046,1.6014012,6.5907936,5.439545,2.4728532,2.199704
Tanzania,TZA,2007,14.381568,56.240715,81.56473,95.275406,97.96177,99.67571,99.88176,99.95954,5999486,23461656,34025948,39745563,40866219,41581217,41667172,41699619,7.30803,13.227473,20.513157,3048654,5518038,8557370,2.6591427,1.9388303,0.8780107,4.8604302,0.272617,0.40279096,0.337497,2.4761338,3.8151543,4.817124,5.8001122,6.800458,7.933667,9.452288,11.662409,15.319918,31.922737,1.1500404,1.406852,1.6705754,1.9383459,2.2912357,2.7670953,3.4874933,23.849129,25.411335,27.206495,1.7429014,3.3612773,5.58091,0.18495764,0.24634133,0.31649265,563871.9,1359320.9,2708344.8,25.550932,76.20007,87.17059,37.32613,91.29787,51.002888,93.413414,67.626175,3.6746244,74.646935,86.88792,20.992481,91.18992,41.60037,93.375626,64.431114,0.25550932,7.620007,17.434118,0.8025118,27.389359,1.8616054,37.365368,4.632393,1532924.6,311400860.0,724931900.0,18828256.0,1141237100.0,63342892.0,1558121600.0,184117060.0,0.65843934,1.014504,1.2809421,1.5423326,1.8083388,2.1096754,2.5134983,3.1012008,4.073785,8.488711,23.708982,44.368282,1.887967,7.509218,5.5357304,2.5075145,2.2076564
Tanzania,TZA,2011,4.9588485,44.655464,76.72166,93.678604,97.43659,99.53977,99.852844,99.93544,2301701,20727294,35611148,43481891,45226200,46202410,46347729,46386066,3.7007518,9.1180105,17.08685,1717742,4232219,7931038,3.1143703,2.3150973,1.1880862,5.6152673,0.23519589,0.3778315,0.30423886,3.0871952,4.280788,5.1179123,6.019928,6.9491544,7.9959025,9.379678,11.337752,14.880046,30.951643,1.4649825,1.728277,2.023438,2.3150973,2.6780133,3.1864114,3.9424624,16.873476,18.864983,20.894907,0.6244455,1.7201113,3.5702813,0.15625498,0.21837136,0.29024246,268405.72,924195.44,2301924.0,17.820316,72.465775,85.12878,29.86629,89.87001,44.189682,92.3379,62.94766,0.8836826,70.608185,84.736984,13.336929,89.73777,33.903057,92.27828,58.96849,0.17820317,7.2465777,17.025755,0.64212525,26.961004,1.6129235,36.935158,4.3119144,410170.4,327735170.0,786630900.0,13309518.0,1249581300.0,57438056.0,1713276700.0,187490200.0,0.9614669,1.3331959,1.5939074,1.8748285,2.164224,2.4902203,2.921179,3.530996,4.6341977,9.639488,25.454977,43.59338,1.6725353,6.2203846,4.726313,2.4254994,1.9485939
Tanzania,TZA,2018,5.2216434,44.94932,74.337975,92.266716,96.56633,99.27674,99.77002,99.906715,3033276,26111261,43183257,53598143,56095810,57670298,57956847,58036252,3.9184206,9.904216,17.929659,2276228,5753403,10415418,3.29475,2.3307555,1.1733012,5.988662,0.2703826,0.4049123,0.33328983,2.8751323,3.9955888,4.8269057,5.633299,6.5328827,7.631911,9.117773,11.300136,14.965614,33.120758,1.4646145,1.7158121,1.9930893,2.3307555,2.727197,3.3110418,4.2145987,17.34601,19.220486,21.605158,0.6796897,1.9036385,3.873731,0.16171724,0.22399126,0.30213803,368105.28,1288712.0,3146893.8,18.116442,72.08171,84.62662,30.308079,89.41508,45.135418,91.95178,62.842083,0.945976,69.60667,84.01455,13.623277,89.20944,33.552753,91.866005,57.982327,0.18116441,7.2081714,16.925323,0.6516237,26.824524,1.6474428,36.780712,4.3046827,549521.6,404348220.0,976088450.0,17014718.0,1554664800.0,71141944.0,2134614800.0,230722990.0,0.9472842,1.3164467,1.5903448,1.8560311,2.1524215,2.5145237,3.0040784,3.723112,4.9307957,10.912461,23.863808,43.015434,1.9110783,6.9987373,5.1041126,2.569408,1.9864937
Thailand,THA,2000,0.05134044,3.9674916,23.516434,59.046238,74.961365,92.95395,97.332886,98.69119,32379,2502162,14831015,37238457,47275586,58622899,61384543,62241181,5.636484,12.20522,20.997196,3554739,7697418,13242219,8.566593,5.8050413,2.7221515,16.7067,0.3017083,0.42833668,0.38965854,2.5577912,3.5958867,4.3714495,5.228214,6.2292285,7.416171,9.115732,11.752341,16.04544,33.687748,3.4104025,4.0856004,4.8699694,5.804804,6.975068,8.808664,11.555497,16.777126,20.593382,23.15139,0.9456401,2.5134676,4.861143,0.38956767,0.5977272,0.80636865,1384811.4,4600955.5,10678110.0,9.49866,49.769295,66.558876,16.217913,75.08628,24.109991,80.400505,39.36294,0.0048767035,37.307743,61.869102,0.64344424,73.08364,5.66981,79.34821,23.242336,0.0949866,4.9769297,13.311775,0.34868512,22.525883,0.8800147,32.160202,2.6963615,3075.571,235287260.0,780374850.0,872466.7,1382741100.0,13051512.0,2001688800.0,100408344.0,2.1911557,3.0804498,3.7448428,4.4787984,5.3363266,6.353132,7.8090763,10.067753,13.745477,28.858921,21.98257,44.329685,2.1384509,8.081863,6.1373143,2.8780816,2.1324322
